lem,index,token,stem,pos,counts
notorious,14613,notorious,notori,JJ,2
underwaterxa,288,underwaterxa,underwaterxa,NN,2
nostra,6334,nostra,nostra,NN,2
childless,130052,childless,childless,NN,2
caddy,91934,caddy,caddi,NN,2
nosebleed,59323,nosebleed,noseble,NN,2
aikido,32651,aikido,aikido,NN,2
ying,15190,ying,ying,VB,2
ripper,13757,ripper,ripper,NN,2
chisel,81336,chisel,chisel,NN,2
nudism,55044,nudism,nudism,NN,2
constrictor,112252,constrictor,constrictor,NN,2
wrist,69245,wrist,wrist,NN,2
plagiarize,55063,plagiarized,plagiar,VB,2
roach,6719,roach,roach,NN,2
triplet,14142,triplet,triplet,NN,2
triple,11963,triple,tripl,NN,2
chopstick,49619,chopsticks,chopstick,NN,2
nutcracker,91305,nutcracker,nutcrack,NN,2
albino,10962,albino,albino,NN,2
vanuatu,30866,vanuatu,vanuatu,NN,2
cholo,127352,cholo,cholo,NN,2
anc,748,anc,anc,NN,2
conservatory,40370,conservatory,conservatori,NN,2
platform,59192,platform,platform,NN,2
cholera,89582,cholera,cholera,NN,2
nunchaku,112709,nunchaku,nunchaku,NN,2
bullfight,7880,bullfight,bullfight,NN,2
tricycle,54701,tricycle,tricycl,NN,2
norwegian,15008,norwegian,norwegian,JJ,2
pollute,6096,polluted,pollut,VB,2
animism,63041,animism,anim,NN,2
cookbook,73962,cookbook,cookbook,NN,2
nikita,19875,nikita,nikita,NN,2
scenario,13232,scenario,scenario,NN,2
convertible,67041,convertible,convert,JJ,2
scholar,65609,scholar,scholar,NN,2
yogi,9545,yogi,yogi,NN,2
nice,1635,nice,nice,JJ,2
portuguese,26571,portuguese,portugues,JJ,2
schoolboy,2642,schoolboy,schoolboy,NN,2
nfl,34200,nfl,nfl,NN,2
andes,5444,andes,and,NN,2
position,117711,position,posit,NN,2
schoolteacher,126789,schoolteacher,schoolteach,NN,2
posse,7985,posse,poss,NN,2
newsroom,48271,newsroom,newsroom,NN,2
agatha,16979,agatha,agatha,NN,2
possessiveness,50432,possessiveness,possess,NN,2
rhode,28035,rhode,rhode,NN,2
aftermath,12964,aftermath,aftermath,NN,2
porno,30402,porno,porno,NN,2
nikola,2049,nikola,nikola,NN,2
nile,26227,nile,nile,NN,2
trespass,34007,trespass,trespass,NN,2
andreas,33278,andreas,andrea,NN,2
contemplative,91900,contemplative,contempl,NN,2
rideshare,2418,rideshare,rideshar,NN,2
contemporary,58136,contemporary,contemporari,JJ,2
norfolk,16105,norfolk,norfolk,NN,2
verbal,50364,verbal,verbal,NN,2
scalpel,118682,scalpel,scalpel,NN,2
continuation,24211,continuation,continu,NN,2
contraband,54628,contraband,contraband,NN,2
ponzi,21449,ponzi,ponzi,NN,2
poodle,2829,poodle,poodl,NN,2
noblewoman,26679,noblewoman,noblewoman,NN,2
chennai,17980,chennai,chennai,NN,2
vancouver,29892,vancouver,vancouv,NN,2
population,18791,population,popul,NN,2
porcupine,74842,porcupine,porcupin,NN,2
checkpoint,45381,checkpoint,checkpoint,NN,2
sclerosis,29917,sclerosis,sclerosi,NN,2
surburb,6784,surburb,surburb,NN,2
deity,7593,deity,deiti,NN,2
katrina,2544,katrina,katrina,NN,2
snatch,34060,snatching,snatch,VB,2
hangman,33097,hangman,hangman,NN,2
karakoram,51763,karakoram,karakoram,NN,2
farright,4230,farright,farright,NN,2
kangaroo,2882,kangaroo,kangaroo,NN,2
hansel,47356,hansel,hansel,NN,2
sniff,116481,sniffing,snif,VB,2
terrorize,38642,terrorized,terror,VB,2
kalari,107797,kalari,kalari,NN,2
bonfire,59295,bonfire,bonfir,NN,2
hanukkah,34688,hanukkah,hanukkah,NN,2
snoop,50434,snooping,snoop,VB,2
autocracy,66921,autocracy,autocraci,NN,2
bbq,93013,bbq,bbq,NN,2
juon,78034,juon,juon,NN,2
junta,63528,junta,junta,NN,2
automation,25345,automation,autom,NN,2
jung,60983,jung,jung,NN,2
jumper,42834,jumpers,jumper,NN,2
july,37989,july,juli,NN,2
strangeness,109845,strangeness,strang,NN,2
snowmobile,19034,snowmobile,snowmobil,NN,2
hare,61250,hare,hare,NN,2
snap,31664,snapping,snap,VB,2
strap,58341,strap,strap,NN,2
dragonheart,37160,dragonheart,dragonheart,NN,2
kazakhstan,399,kazakhstan,kazakhstan,NN,2
slumber,73579,slumber,slumber,NN,2
ham,51978,ham,ham,NN,2
beagle,30871,beagle,beagl,NN,2
kigali,92496,kigali,kigali,NN,2
sm,81652,sms,sm,NN,2
kidney,73959,kidney,kidney,NN,2
hampton,77081,hamptons,hampton,NN,2
austrian,56492,austrian,austrian,JJ,2
fat,12352,fat,fat,NN,2
drawn,73885,drawn,drawn,NN,2
khrushchev,19876,khrushchev,khrushchev,NN,2
khan,88888,khan,khan,NN,2
straw,113897,straw,straw,NN,2
smile,10370,smile,smile,NN,2
kerala,45520,kerala,kerala,NN,2
handkerchief,53919,handkerchief,handkerchief,NN,2
smithsonian,40918,smithsonian,smithsonian,JJ,2
fascist,48696,fascist,fascist,NN,2
dresden,13906,dresden,dresden,NN,2
kendo,121157,kendo,kendo,NN,2
kelly,117373,kelly,kelli,RB,2
auto,59268,auto,auto,NN,2
handshake,18428,handshake,handshak,NN,2
bon,122012,bon,bon,NN,2
harem,8726,harem,harem,NN,2
bitterness,35422,bitterness,bitter,NN,2
fantastical,4361,fantastical,fantast,JJ,2
tentacle,40008,tentacles,tentacl,NN,2
battlestar,57189,battlestar,battlestar,NN,2
stonewall,38139,stonewall,stonewal,NN,2
headhunter,21530,headhunter,headhunt,NN,2
stonehenge,6823,stonehenge,stoneheng,NN,2
dysfunction,25106,dysfunction,dysfunct,NN,2
bolt,66873,bolt,bolt,NN,2
headmaster,15527,headmaster,headmast,NN,2
dyslexia,12209,dyslexia,dyslexia,NN,2
tenement,60560,tenement,tenement,NN,2
jehovah,21188,jehovahs,jehovah,NN,2
headquarter,88902,headquarter,headquart,NN,2
jeep,101222,jeep,jeep,NN,2
earhart,73156,earhart,earhart,NN,2
healer,2429,healer,healer,NN,2
healthcare,17934,healthcare,healthcar,NN,2
earring,69529,earrings,ear,NN,2
healthy,39931,healthy,healthi,JJ,2
avenger,4426,avengers,aveng,NN,2
somali,47418,somali,somali,NN,2
virility,7856,virility,viril,NN,2
baton,38334,baton,baton,NN,2
heartfelt,13658,heartfelt,heartfelt,NN,2
dvd,105576,dvd,dvd,NN,2
auvergne,114463,auvergne,auvergn,NN,2
hazmat,35222,hazmat,hazmat,NN,2
hatter,25781,hatter,hatter,NN,2
automobile,48735,automobile,automobil,NN,2
whisper,24057,whisper,whisper,NN,2
due,17791,due,due,JJ,2
duendes,82994,duendes,duend,NN,2
storybook,20747,storybook,storybook,NN,2
bayonet,80109,bayonet,bayonet,NN,2
duffel,22451,duffel,duffel,NN,2
vorhees,71448,vorhees,vorhe,NN,2
dumpster,43173,dumpster,dumpster,NN,2
johnny,100409,johnny,johnni,NN,2
jobless,64536,jobless,jobless,NN,2
jigsaw,16298,jigsaw,jigsaw,NN,2
autotuning,94149,autotuning,autotun,VB,2
waterboarding,6657,waterboarding,waterboard,VB,2
haute,19285,haute,haut,NN,2
sociopolitical,39934,sociopolitical,sociopolit,JJ,2
jinx,94878,jinx,jinx,NN,2
jinni,8905,jinn,jinn,NN,2
havre,82309,havre,havr,NN,2
jimmy,4924,jimmy,jimmi,NN,2
jima,94931,jima,jima,NN,2
fallout,30084,fallout,fallout,NN,2
halo,45339,halo,halo,NN,2
dragonfly,80890,dragonfly,dragonfli,NN,2
greet,24076,greeting,greet,VB,2
size,12351,size,size,NN,2
borden,15688,borden,borden,NN,2
lbgt,5648,lbgt,lbgt,NN,2
dixie,1934,dixie,dixi,NN,2
stutter,28226,stuttering,stutter,VB,2
biplane,96080,biplane,biplan,NN,2
wasp,58847,wasp,wasp,NN,2
djinn,28501,djinn,djinn,NN,2
lawman,5819,lawman,lawman,NN,2
fifa,46210,fifa,fifa,NN,2
theology,89390,theology,theolog,NN,2
do,32266,dos,do,NN,2
doberman,59876,doberman,doberman,NN,2
theodore,73152,theodore,theodor,NN,2
guatemala,8389,guatemala,guatemala,NN,2
skeptic,44767,skeptic,skeptic,JJ,2
biracial,72443,biracial,biraci,NN,2
booze,31739,booze,booz,NN,2
dodgeball,55051,dodgeball,dodgebal,NN,2
lasso,21871,lasso,lasso,NN,2
dodger,5615,dodger,dodger,NN,2
dogcatcher,107453,dogcatcher,dogcatch,NN,2
fibrosis,4993,fibrosis,fibrosi,NN,2
dogsitter,102525,dogsitter,dogsitt,NN,2
lear,17994,lear,lear,NN,2
sixth,28849,sixth,sixth,NN,2
aura,99407,aura,aura,NN,2
leatherface,48645,leatherface,leatherfac,NN,2
gretel,47357,gretel,gretel,NN,2
subconsciousness,23980,subconsciousness,subconsci,NN,2
filmteam,110632,filmteam,filmteam,NN,2
subconscious,66585,subconscious,subconsci,JJ,2
leone,70189,leone,leon,NN,2
grimm,38424,grimm,grimm,NN,2
athletic,11412,athletic,athlet,JJ,2
lennon,50951,lennon,lennon,NN,2
sub,121614,sub,sub,NN,2
lemonade,17372,lemonade,lemonad,NN,2
vulnerability,10669,vulnerability,vulner,NN,2
thirst,69881,thirst,thirst,NN,2
dissident,53878,dissident,dissid,NN,2
athletics,7855,athletics,athlet,NN,2
legendary,5816,legendary,legendari,JJ,2
file,14300,file,file,NN,2
legalize,26006,legalized,legal,VB,2
thing,94980,thing,thing,NN,2
swindle,20166,swindle,swindl,NN,2
sitcom,46824,sitcom,sitcom,NN,2
gruesome,9259,gruesome,gruesom,NN,2
leeds,75360,leeds,leed,NN,2
lee,5859,lee,lee,NN,2
lankan,51549,lankan,lankan,NN,2
dojo,7140,dojo,dojo,NN,2
guillotine,91983,guillotine,guillotin,NN,2
ferrari,76355,ferrari,ferrari,NN,2
sleeper,58261,sleeper,sleeper,NN,2
krishna,61251,krishna,krishna,NN,2
kreuzberg,118516,kreuzberg,kreuzberg,NN,2
downsize,61134,downsizing,downsiz,VB,2
sleigh,61333,sleigh,sleigh,NN,2
slender,12137,slender,slender,NN,2
downstairs,6608,downstairs,downstair,NN,2
komodo,53291,komodo,komodo,NN,2
hades,54157,hades,hade,NN,2
kommissar,85384,kommissar,kommissar,NN,2
kolkata,98092,kolkata,kolkata,NN,2
federal,18715,federal,feder,JJ,2
kodomo,7369,kodomo,kodomo,NN,2
knuckle,48403,knuckle,knuckl,NN,2
feces,61600,feces,fece,NN,2
featurette,39795,featurette,featurett,NN,2
knockout,108655,knockout,knockout,NN,2
slit,69246,slitting,slit,VB,2
augment,12382,augmented,augment,VB,2
streetwise,6052,streetwise,streetwis,NN,2
slovakia,76962,slovakia,slovakia,NN,2
kitten,22349,kitten,kitten,VB,2
slow,36138,slow,slow,VB,2
sledgehammer,41030,sledgehammer,sledgehamm,NN,2
felon,54442,felon,felon,NN,2
kundigung,99129,kundigung,kundigung,NN,2
ladybug,15871,ladybug,ladybug,NN,2
fenway,67215,fenway,fenway,NN,2
dominance,39698,dominance,domin,NN,2
wicked,21793,wicked,wick,VB,2
skull,54601,skull,skull,NN,2
everglades,55729,everglades,everglad,NN,2
beaver,43106,beaver,beaver,NN,2
slab,106425,slabs,slab,NN,2
beautifulxa,2776,beautifulxa,beautifulxa,NN,2
stuck,29148,stuck,stuck,NN,2
birdwatching,52640,birdwatching,birdwatch,NN,2
slang,118138,slang,slang,NN,2
doubt,127719,doubt,doubt,NN,2
slap,77233,slapping,slap,VB,2
doorman,60642,doorman,doorman,NN,2
doppleganger,11314,doppleganger,dopplegang,NN,2
dorado,23101,dorado,dorado,NN,2
vinyl,22760,vinyl,vinyl,NN,2
femininity,1638,femininity,feminin,NN,2
wichita,104349,wichita,wichita,NN,2
texting,11286,texting,text,VB,2
boom,50269,boom,boom,NN,2
strugatsky,78566,strugatsky,strugatski,NN,2
heartthrob,80051,heartthrob,heartthrob,NN,2
faithfulness,84311,faithfulness,faith,NN,2
bodybuilding,17926,bodybuilding,bodybuild,NN,2
exmarine,9601,exmarine,exmarin,NN,2
episode,20235,episode,episod,NN,2
imperialism,114991,imperialism,imperi,NN,2
tasmanian,62294,tasmanian,tasmanian,JJ,2
equal,19753,equal,equal,JJ,2
immunity,9136,immunity,immun,NN,2
homage,47573,homage,homag,NN,2
spirou,16525,spirou,spirou,NN,2
equestria,39825,equestria,equestria,NN,2
taskmaster,116819,taskmaster,taskmast,NN,2
exhibit,56594,exhibit,exhibit,NN,2
task,12783,task,task,NN,2
immaturity,48999,immaturity,immatur,NN,2
sponsorship,82090,sponsorship,sponsorship,NN,2
homepage,80250,homepage,homepag,NN,2
ballerina,66693,ballerina,ballerina,NN,2
imagination,74136,imagination,imagin,NN,2
ballroom,62760,ballroom,ballroom,NN,2
erotica,8864,erotica,erotica,NN,2
starve,43789,starving,starv,VB,2
exercise,47671,exercise,exercis,NN,2
homework,55688,homework,homework,NN,2
homicidal,78497,homicidal,homicid,NN,2
error,17936,error,error,NN,2
imply,101229,implied,impli,VB,2
taunt,18837,taunting,taunt,VB,2
eater,32427,eater,eater,NN,2
holster,95887,holster,holster,NN,2
endure,58677,enduring,endur,VB,2
expiation,88341,expiation,expiat,NN,2
historically,14100,historically,histor,RB,2
industrialist,91179,industrialist,industrialist,NN,2
indoor,49681,indoor,indoor,NN,2
bloodthirsty,16040,bloodthirsty,bloodthirsti,NN,2
indoctrination,8914,indoctrination,indoctrin,NN,2
technician,18944,technicians,technician,NN,2
enlightenment,42892,enlightenment,enlighten,NN,2
expel,29005,expelled,expel,VB,2
hive,13120,hive,hive,NN,2
status,43573,status,statu,NN,2
hobby,124986,hobby,hobbi,NN,2
statistic,28177,statistics,statist,NN,2
incurable,27677,incurable,incur,JJ,2
incubus,23362,incubus,incubu,NN,2
entrance,98331,entrance,entranc,NN,2
blast,94140,blast,blast,NN,2
spelunk,32688,spelunking,spelunk,VB,2
balance,62422,balance,balanc,NN,2
wax,101986,wax,wax,NN,2
baroness,96238,baroness,baro,NN,2
exodus,6090,exodus,exodu,NN,2
barista,1632,barista,barista,NN,2
bamboo,48628,bamboo,bamboo,NN,2
weak,63467,weak,weak,JJ,2
homophobic,49176,homophobic,homophob,NN,2
hooker,95785,hooker,hooker,NN,2
stabbings,48100,stabbings,stab,NN,2
weasel,68066,weasel,weasel,NN,2
barbecue,93012,barbecue,barbecu,NN,2
stanley,32263,stanley,stanley,NN,2
horde,40025,horde,hord,NN,2
horny,62001,horny,horni,NN,2
tantra,107796,tantra,tantra,NN,2
eunuch,58626,eunuch,eunuch,JJ,2
hundred,5528,hundred,hundr,VB,2
blitz,21907,blitz,blitz,NN,2
banjo,22736,banjo,banjo,NN,2
baptist,91712,baptist,baptist,NN,2
stagecoach,11384,stagecoach,stagecoach,NN,2
eviction,23069,eviction,evict,NN,2
stair,72493,stairs,stair,NN,2
howl,58182,howling,howl,VB,2
stalingrad,50125,stalingrad,stalingrad,NN,2
stalinism,34751,stalinism,stalin,NN,2
housemaid,15686,housemaid,housemaid,NN,2
evasion,3013,evasion,evas,NN,2
housebreak,121437,housebreaking,housebreak,VB,2
stallion,31807,stallion,stallion,NN,2
hut,106596,hut,hut,NN,2
hutu,98231,hutu,hutu,NN,2
hybid,12736,hybid,hybid,NN,2
talmud,63897,talmud,talmud,NN,2
excursion,87578,excursion,excurs,NN,2
tallest,11183,tallest,tallest,NN,2
volcanologist,30858,volcanologist,volcanologist,NN,2
idyll,94312,idyll,idyl,NN,2
banana,69645,banana,banana,NN,2
identical,108309,identical,ident,JJ,2
ideal,9004,ideal,ideal,NN,2
idea,89458,idea,idea,NN,2
honolulu,40641,honolulu,honolulu,NN,2
sprinkler,37582,sprinkler,sprinkler,NN,2
iceberg,32540,iceberg,iceberg,NN,2
staatsanwaltin,77018,staatsanwaltin,staatsanwaltin,NN,2
spurt,30195,spurting,spurt,VB,2
web,15792,web,web,NN,2
hypochondriac,7352,hypochondriac,hypochondriac,NN,2
esports,10406,esports,esport,NN,2
hypnotist,46698,hypnotist,hypnotist,NN,2
essay,22005,essay,essay,NN,2
essex,69725,essex,essex,NN,2
squat,13111,squatting,squat,VB,2
excavation,116750,excavation,excav,NN,2
hygiene,90351,hygiene,hygien,NN,2
inferno,113822,inferno,inferno,NN,2
endless,13402,endless,endless,NN,2
infestation,65378,infestation,infest,NN,2
taekwondo,113917,taekwondo,taekwondo,NN,2
helsing,108947,helsing,hels,VB,2
awry,55919,awry,awri,NN,2
einstein,13584,einstein,einstein,NN,2
blacklist,34793,blacklist,blacklist,NN,2
elasticity,86404,elasticity,elast,NN,2
fable,58192,fable,fabl,JJ,2
boardwalk,4794,boardwalk,boardwalk,NN,2
hentai,124970,hentai,hentai,NN,2
electrician,37533,electrician,electrician,JJ,2
stetson,87124,stetson,stetson,NN,2
source,83040,source,sourc,NN,2
hercules,41105,hercules,hercul,NN,2
baba,4676,baba,baba,NN,2
introvert,40098,introvert,introvert,NN,2
herd,10320,herd,herd,NN,2
mill,35769,mill,mill,NN,2
intimate,7461,intimate,intim,NN,2
hereditary,69673,hereditary,hereditari,NN,2
intersexuality,40902,intersexuality,intersexu,NN,2
heresy,93989,heresy,heresi,NN,2
boa,112251,boa,boa,NN,2
sterility,54544,sterility,steril,NN,2
interrupt,53361,interrupted,interrupt,VB,2
tempel,80907,tempel,tempel,NN,2
egyptologist,2835,egyptologist,egyptologist,NN,2
sorceress,53569,sorceress,sorceress,NN,2
hedgehog,25,hedgehog,hedgehog,NN,2
eavesdropping,80547,eavesdropping,eavesdrop,NN,2
jakarta,60566,jakarta,jakarta,NN,2
blackface,79372,blackface,blackfac,NN,2
ecchi,7588,ecchi,ecchi,NN,2
heavyweight,66007,heavyweight,heavyweight,NN,2
ten,88238,ten,ten,NN,2
jackson,30534,jackson,jackson,NN,2
jackie,26792,jackie,jacki,NN,2
ecuador,20633,ecuador,ecuador,NN,2
hedge,46370,hedge,hedg,NN,2
stinger,47089,stinger,stinger,NN,2
irony,48972,irony,ironi,NN,2
iwo,94930,iwo,iwo,NN,2
ivy,43395,ivy,ivi,NN,2
itexpert,97441,itexpert,itexpert,NN,2
educational,3711,educational,educ,JJ,2
wet,64235,wet,wet,NN,2
facial,42615,facial,facial,JJ,2
helplessness,86221,helplessness,helpless,NN,2
temperature,91509,temperature,temperatur,NN,2
irreverence,1008,irreverence,irrever,NN,2
irresponsible,7229,irresponsible,irrespons,JJ,2
souvenir,65487,souvenir,souvenir,NN,2
backgammon,64773,backgammon,backgammon,NN,2
hiroshima,28720,hiroshima,hiroshima,NN,2
telemarketing,12733,telemarketing,telemarket,VB,2
hiker,16036,hikers,hiker,NN,2
externally,18282,externally,extern,RB,2
exterminator,50578,exterminator,extermin,NN,2
baghdad,65344,baghdad,baghdad,NN,2
extension,61280,extension,extens,NN,2
bnd,42010,bnd,bnd,NN,2
emotionless,70747,emotionless,emotionless,NN,2
blunt,115519,blunt,blunt,NN,2
expressionism,125631,expressionism,expression,NN,2
spanner,102303,spanner,spanner,NN,2
hinduism,66023,hinduism,hinduism,NN,2
blueprint,76609,blueprint,blueprint,NN,2
employment,97187,employment,employ,NN,2
taiwan,125209,taiwan,taiwan,NN,2
hippy,39559,hippy,hippi,JJ,2
enchantress,6819,enchantress,enchantress,NN,2
inhumanity,88691,inhumanity,inhuman,NN,2
speak,4213,speaking,speak,VB,2
bail,55215,bail,bail,NN,2
hipster,42357,hipster,hipster,NN,2
hirohito,56848,hirohito,hirohito,NN,2
influenza,48936,influenza,influenza,NN,2
endanger,28191,endangered,endang,VB,2
teeth,56095,teeth,teeth,NN,2
spaniel,32031,spaniel,spaniel,NN,2
taipei,118723,taipei,taipei,NN,2
extremist,40953,extremist,extremist,NN,2
eyed,1856,eyed,eye,NN,2
stepson,28153,stepson,stepson,NN,2
stepparent,63810,stepparent,steppar,NN,2
intergalactic,101765,intergalactic,intergalact,JJ,2
blackmailer,17596,blackmailer,blackmail,NN,2
backwoods,2427,backwoods,backwood,NN,2
inter,51436,inter,inter,NN,2
intensive,17879,intensive,intens,JJ,2
elopement,39348,elopement,elop,NN,2
integrity,63256,integrity,integr,NN,2
insurgent,65481,insurgent,insurg,NN,2
steel,121991,steel,steel,NN,2
stepdaughter,55352,stepdaughter,stepdaught,NN,2
insulin,65350,insulin,insulin,NN,2
extrasensory,78859,extrasensory,extrasensori,NN,2
institutionalization,41439,institutionalization,institution,NN,2
wellington,41307,wellington,wellington,NN,2
stepchild,63811,stepchild,stepchild,NN,2
spaghetti,25012,spaghetti,spaghetti,NN,2
embalm,28901,embalming,embalm,VB,2
baggage,52160,baggage,baggag,NN,2
extra,105577,extra,extra,JJ,2
thompson,61684,thompson,thompson,NN,2
gum,25654,gum,gum,NN,2
houseboat,48193,houseboat,houseboat,NN,2
gibraltar,10120,gibraltar,gibraltar,NN,2
superior,79044,superior,superior,JJ,2
sustainability,9155,sustainability,sustain,NN,2
maker,5360,maker,maker,NN,2
armstrong,7006,armstrong,armstrong,NN,2
mega,37790,mega,mega,NN,2
major,100877,major,major,JJ,2
sustainable,43515,sustainable,sustain,JJ,2
warhead,47486,warhead,warhead,NN,2
mailbox,108599,mailbox,mailbox,NN,2
malcolm,1977,malcolm,malcolm,NN,2
flyonthewall,113909,flyonthewall,flyonthewal,NN,2
mahatma,105439,mahatma,mahatma,NN,2
desecration,74732,desecration,desecr,NN,2
gig,58399,gig,gig,NN,2
megaphone,75776,megaphone,megaphon,NN,2
brass,18001,brass,brass,NN,2
walrus,42227,walrus,walru,NN,2
totem,93685,totem,totem,NN,2
brat,77000,brat,brat,NN,2
winnipeg,91705,winnipeg,winnipeg,NN,2
shortterm,82304,shortterm,shortterm,NN,2
fondle,67759,fondling,fondl,VB,2
denture,27890,dentures,dentur,NN,2
armada,53973,armada,armada,NN,2
armadillo,25313,armadillo,armadillo,NN,2
archdiocese,33329,archdiocese,archdioces,JJ,2
medusa,64179,medusa,medusa,NN,2
armageddon,26628,armageddon,armageddon,NN,2
germangerman,14639,germangerman,germangerman,NN,2
germanturkish,63856,germanturkish,germanturkish,NN,2
meerkat,53302,meerkat,meerkat,NN,2
malevolence,19631,malevolence,malevol,NN,2
armenian,29018,armenian,armenian,JJ,2
toddler,56563,toddler,toddler,NN,2
malta,9708,malta,malta,NN,2
shoemaker,48473,shoemaker,shoemak,NN,2
follow,40846,followed,follow,VB,2
warfield,901,warfield,warfield,NN,2
depressed,49016,depressed,depress,JJ,2
malevolent,17302,malevolent,malevol,NN,2
desolate,63194,desolate,desol,NN,2
magdalene,14015,magdalene,magdalen,NN,2
bratislava,77736,bratislava,bratislava,NN,2
deadline,21264,deadline,deadlin,NN,2
breastfeeding,36420,breastfeeding,breastfeed,NN,2
showbiz,10667,showbiz,showbiz,NN,2
tinkerbell,42586,tinkerbell,tinkerbel,NN,2
floss,29,flossing,floss,VB,2
detour,65295,detour,detour,NN,2
binge,23666,binge,bing,NN,2
luthor,75497,luthor,luthor,NN,2
florence,117186,florence,florenc,NN,2
swampf,96471,swampf,swampf,NN,2
gland,2405,gland,gland,NN,2
mengele,43207,mengele,mengel,NN,2
shrek,88476,shrek,shrek,NN,2
sudden,23903,sudden,sudden,JJ,2
mennonite,71999,mennonites,mennonit,NN,2
deadbeat,38976,deadbeat,deadbeat,NN,2
luis,10298,luis,lui,NN,2
dazur,49773,dazur,dazur,NN,2
merchant,48242,merchant,merchant,NN,2
shovel,38798,shovel,shovel,NN,2
archaeology,30865,archaeology,archaeolog,NN,2
arsonist,68958,arsonist,arsonist,NN,2
regression,6541,regression,regress,NN,2
despicable,18736,despicable,despic,JJ,2
shakespearean,17996,shakespearean,shakespearean,NN,2
melodrama,39527,melodrama,melodrama,NN,2
frank,87576,frank,frank,NN,2
madison,50521,madison,madison,NN,2
berkeley,105666,berkeley,berkeley,NN,2
madcap,50537,madcap,madcap,NN,2
madam,92359,madam,madam,NN,2
destination,16880,destination,destin,NN,2
tintin,60028,tintin,tintin,NN,2
macho,103119,macho,macho,NN,2
supernova,73025,supernova,supernova,NN,2
machismo,49364,machismo,machismo,NN,2
machinist,69726,machinist,machinist,NN,2
memorial,59083,memorial,memori,NN,2
surrender,56843,surrender,surrend,NN,2
glam,129204,glam,glam,NN,2
destructiveness,38505,destructiveness,destruct,NN,2
manic,4384,manic,manic,NN,2
shakur,14611,shakur,shakur,NN,2
gmo,114366,gmo,gmo,NN,2
marquis,106385,marquis,marqui,NN,2
gandhi,105440,gandhi,gandhi,NN,2
form,10795,form,form,NN,2
bender,50411,bender,bender,NN,2
mate,37732,mate,mate,NN,2
marry,53996,marry,marri,NN,2
marrow,77777,marrow,marrow,NN,2
marrakesh,5142,marrakesh,marrakesh,NN,2
gasoline,84533,gasoline,gasolin,NN,2
marquee,60466,marquee,marque,NN,2
fossil,2036,fossil,fossil,NN,2
maroon,41922,marooned,maroon,VB,2
sherwood,11588,sherwood,sherwood,NN,2
forklift,122433,forklift,forklift,NN,2
gauteng,89711,gauteng,gauteng,NN,2
tomahawk,68334,tomahawk,tomahawk,NN,2
gallows,35230,gallows,gallow,NN,2
sharia,36498,sharia,sharia,NN,2
superficiality,127595,superficiality,superfici,NN,2
defection,15617,defection,defect,NN,2
shatter,75887,shattered,shatter,VB,2
tom,66415,tom,tom,NN,2
tongue,61681,tongue,tongu,NN,2
tony,95564,tony,toni,NN,2
masquerade,57416,masquerade,masquerad,NN,2
masochist,120962,masochist,masochist,NN,2
tool,55960,tool,tool,NN,2
ardennes,37728,ardennes,ardenn,NN,2
forty,12876,forty,forti,NN,2
degradation,107201,degradation,degrad,NN,2
bending,35102,bending,bend,NN,2
forward,43880,forward,forward,RB,2
freight,75618,freight,freight,NN,2
marxism,96625,marxism,marxism,NN,2
marx,3170,marx,marx,NN,2
sunsin,44482,sunsin,sunsin,NN,2
deform,82896,deformed,deform,VB,2
warcraft,25746,warcraft,warcraft,NN,2
martyrdom,26568,martyrdom,martyrdom,NN,2
topic,36288,topics,topic,NN,2
masuria,52460,masuria,masuria,NN,2
matriarch,10323,matriarch,matriarch,NN,2
marina,1386,marina,marina,NN,2
archeological,32288,archeological,archeolog,JJ,2
gain,84545,gain,gain,NN,2
mcdonalds,26115,mcdonalds,mcdonald,NN,2
tortoise,38450,tortoise,tortois,NN,2
marauder,56465,marauder,maraud,NN,2
delorean,15933,delorean,delorean,NN,2
maquis,9950,maquis,maqui,NN,2
galapagos,115983,galapagos,galapago,NN,2
shinigami,90842,shinigami,shinigami,NN,2
toledo,117872,toledo,toledo,NN,2
maoism,22153,maoism,maoism,NN,2
shangri,6741,shangri,shangri,NN,2
shame,20136,shame,shame,NN,2
forcefield,59325,forcefield,forcefield,NN,2
bilbao,78559,bilbao,bilbao,NN,2
biblical,88459,biblical,biblic,JJ,2
manor,23837,manor,manor,NN,2
shaky,42459,shaky,shaki,NN,2
surrey,94265,surrey,surrey,NN,2
mankind,6920,mankind,mankind,NN,2
genghis,88887,genghis,genghi,NN,2
bickering,15531,bickering,bicker,NN,2
geiger,85385,geiger,geiger,NN,2
fracture,89351,fractured,fractur,VB,2
videoconferencing,60864,videoconferencing,videoconferenc,VB,2
gene,71597,gene,gene,NN,2
mariachi,51982,mariachi,mariachi,NN,2
foreshadow,57807,foreshadowing,foreshadow,VB,2
sharecropper,13763,sharecropper,sharecropp,NN,2
foreigner,80091,foreigner,foreign,NN,2
mardi,64942,mardi,mardi,NN,2
gallipoli,42203,gallipoli,gallipoli,NN,2
marco,38645,marco,marco,NN,2
galicia,7874,galicia,galicia,NN,2
mattress,47741,mattress,mattress,NN,2
suspensful,1375,suspensful,suspens,NN,2
deed,85227,deed,deed,NN,2
mayan,3254,mayan,mayan,NN,2
mayham,60353,mayham,mayham,NN,2
mayhem,28809,mayhem,mayhem,NN,2
ford,118971,ford,ford,NN,2
wise,17648,wise,wise,NN,2
